IN_COD,IN_pH,IN_SS,IN_NH,IN_TP,IN_TN,N-O-E_ORP,N-O-E_MLSS,N-O-E_DO,N_PO4,N-A_NH,N-O_NO,S-O-E_ORP,S-O-E_MLSS,S-O-E_DO,S_PO4,S-A_NH,S-O_NO,EF_COD,EF_SS,EF_NH,EF_TP,EF_TN,1#TMP,2#TMP,3#TMP,4#TMP,5#TMP,6#TMP,7#TMP,8#TMP,9#TMP,turbidity,date
202.8,7.74,156.34,29.83,4.59,41.56,8072.64,34.95,7184.5,0.28,0.15,20.03,8478.56,0,7070.04,0.29,0.21,17.29,18.1,1.21,0.15,0.2,5,1.73,41.74,40.91,42.03,21.94,32.3,25.33,42.97,41.42,0.21,2022/5/27 14:00
230.6,7.7,172.17,29.65,4.59,41.56,8036.01,26.63,7334.05,0.28,0.14,20.04,8568.59,153.87,7202.81,0.29,0.2,16.49,22.15,1.12,0.125,0.2,5,1.55,42.76,0.33,2.39,32.335,37.45,41.18,42.87,17.34,0.21,2022/5/27 15:00
230.6,7.65,143.23,29.65,4.59,41.56,8020.75,21.52,7369.14,0.28,0.16,20.03,8652.53,153.87,7211.96,0.29,0.21,12.01,14.725,1.15,0.1,0.2,5,43.61,0.59,41.58,43.12,37.0375,39.83,41.22,0.62,39.48,0.27,2022/5/27 16:00
247.1,7.59,185.55,29.65,3.63,40.5,7405.77,22.28,7248.59,0.28,0.17,20.04,8025.33,153.87,7315.73,0.29,0.2,10.33,7.3,1.15,0.1,0.2,5,42.78,41.98,41.3,42.81,39.81375,40.885,0.29,22.205,39.17,0.21,2022/5/27 17:00
247.1,7.52,213.44,29.93,3.63,40.5,7518.69,30.83,7465.28,0.28,0.17,20.04,8261.87,153.87,7314.21,0.29,0.22,17.44,7.3,1.02,0.12,0.2,5,42.58,41.91,0.64,42.23,41.111875,40.6725,40.51,33.3275,38.23,0.2,2022/5/27 18:00
277.2,7.54,145.22,29.93,3.63,40.5,8174.88,23.81,6745,0.28,0,20.04,8770.03,153.87,7430.18,0.29,0.22,20.03,9.9,1.03,0.12,0.2,5,2.58,42.27,41.45,42.63,41.7959375,41.72625,41.17,38.12875,38.75,0.19,2022/5/27 19:00
277.2,7.53,104.76,29.93,3.79,45.57,8116.89,58.75,6967.8,0.28,0.17,20.04,8683.05,153.87,7265.37,0.29,0.22,20.04,9.9,1.01,0.14,0.2,5,43.21,42.1,41.88,4.93,41.82296875,41.748125,41.69,42.93,19.77,0.19,2022/5/27 20:00
247.5,7.5,162.44,30.15,3.79,45.57,8202.35,31.74,6958.65,0.28,0.19,20.04,8480.09,153.87,7016.63,0.29,0.22,20.04,7.4,1.07,0.14,0.06,5.54,42.58,41.06,41.22,42.57,21.03148438,42.3090625,40.13,41.9,35.93,0.28,2022/5/27 21:00
247.5,7.42,154.17,30.15,3.79,45.57,8104.69,109.26,7057.84,0.34,0.18,20.04,8673.89,153.87,7330.99,0.29,0.23,20.04,7.4,1.18,0.07,0.06,5.54,43.25,42.3,0.63,43.34,0.24,42.63953125,41.87,5.61,35.93,0.24,2022/5/27 22:00
318.3,7.41,237.74,30.15,4.1,41.54,8095.53,187.4,6862.51,0.67,0.18,20.03,8690.68,48.15,7097.51,0.36,0.23,20.03,9.7,1.04,0.07,0.06,6.38,42.7,42.19,42.15,43.16,40.48,21.83976563,18.34,43.54,39.65,0.24,2022/5/27 23:00
318.3,7.37,194.24,29.06,4.1,41.54,8106.21,238.14,7584.31,0.475,0.17,20.03,8611.32,128.95,7189.07,0.33,0.22,20.04,9.7,1.34,0.02,0.06,6.38,41.93,41.71,41.24,42.34,40.18,1.04,38.9,42.35,38.84,0.24,2022/5/28 0:00
310.3,7.36,140.47,29.06,4.1,41.54,7373.72,164.12,6905.23,0.28,0.16,20.03,8324.43,138.94,7234.85,0.29,0.2,20.03,10.9,1.25,0.02,0.06,6.6,1.71,41.81,41.42,1.49,40.32,21.47,38.34,41.67,38.57,0.22,2022/5/28 1:00
310.3,7.32,173.16,29.06,3.88,41.39,8144.36,89.12,6938.81,0.28,0.17,20.03,8695.25,68.06,7451.55,0.28,0.21,20.04,10.9,1.19,0.01,0.06,6.6,43.04,0.66,41.62,43.16,0.25,32.255,38.61,41.77,38.69,0.21,2022/5/28 2:00
334,7.33,167.09,30.93,3.88,41.39,8104.69,89.5,7535.48,0.28,0.17,20.03,8547.23,51.96,7172.29,0.28,0.2,20.03,12,1.08,0.01,0.05,7.49,42.71,42.15,41.27,43.08,39.96,37.0775,37.84,0.04,0.56,0.21,2022/5/28 3:00
334,7.23,157.64,30.93,3.88,41.39,8222.19,96.75,7256.22,0.28,0.09,20.04,8470.93,38.23,7021.21,0.28,0.21,20.04,12,1.12,0.01,0.05,7.49,42.27,41.82,0.5,42.25,40.04,39.48875,38.38,0.6,39.51,0.23,2022/5/28 4:00
432.1,7.11,232.44,30.93,3.74,38.82,8092.48,73.25,7535.48,0.28,0.17,20.04,8628.11,17.4,7031.89,0.29,0.21,20.04,11.8,1.2,0.01,0.05,7.62,0.84,42.11,41.46,3.38,40.15,40.634375,38.36,39.8,39.25,0.22,2022/5/28 5:00
432.1,7.26,118.65,32.14,3.74,38.82,8110.79,58.14,7303.53,0.28,0.18,20.04,8597.59,12.82,7729.28,0.28,0.22,20.04,11.8,1.16,0.01,0.05,7.62,42.82,41.56,41.29,42.82,18.68,41.2721875,38.08,41.18,39.23,0.43,2022/5/28 6:00
246,7.32,110.92,32.14,3.74,38.82,8124.52,43.34,7388.98,0.28,0,20.04,8585.38,5.19,6984.59,0.28,0.215,20.03,9.2,1.17,0.01,0.04,7.61,43.09,0.75,0.01,43.07,29.23,21.26609375,1.46,38.11,39.72,0.26,2022/5/28 7:00
246,7.34,147.67,32.14,3.47,37.29,7399.66,82.86,7330.99,0.28,0.22,20.03,7863.57,7.94,7147.87,0.28,0.21,18.23,9.2,1.15,0.03,0.04,7.61,41.24,41.5,40.89,41.41,39.78,1.26,38.98,40.3,1.04,0.25,2022/5/28 8:00
223.7,7.32,115.63,32.51,3.47,37.29,8139.78,38.61,7256.22,0.28,0.27,20.04,8660.16,153.87,7192.13,0.28,0.23,20.03,11.2,1.26,0.03,0.05,7.33,41.06,41.81,40.29,40.9,39.78,19.4,38.26,39.5,39.09,0.23,2022/5/28 9:00
223.7,7.28,163.8,32.51,3.47,37.29,8121.47,25.56,7247.06,0.28,0.24,20.03,8582.33,153.87,7289.79,0.28,0.24,20.04,11.2,1.06,0.02,0.05,7.33,39.16,38.49,37.24,1.56,36.54,37.54,36.18,37.98,35.48,0.21,2022/5/28 10:00
253.4,7.57,203.13,32.51,3.45,36.39,7939.88,20.37,6917.44,0.28,0.22,20.04,8448.04,153.87,7030.37,0.28,0.25,11.61,11.2,0.96,0.02,0.07,6.97,38.58,29.88,37.29,39.04,36.09,38.94,0.12,39.07,33.45,0.24,2022/5/28 11:00
253.4,7.61,198.66,30.31,3.45,36.39,7269.95,19.38,7224.17,0.28,0.21,20.03,8090.95,153.87,7080.73,0.28,0.24,13.27,11.2,1.19,0.08,0.07,6.97,0.92,39.3,37.62,40.02,6.28,39.26,37.86,39.35,0.54,0.21,2022/5/28 12:00
266.6,7.6,189.66,30.31,3.45,36.39,7472.91,30.29,7330.99,0.28,0.22,20.03,8052.8,153.87,7259.27,0.28,0.24,20.03,12.4,1.07,0.08,0.08,6.39,40.06,39.21,0.03,39.18,37.9,0.49,37.33,0.15,34.67,0.2,2022/5/28 13:00
266.6,7.63,185.53,30.31,3.45,36.15,7785.75,20.22,6284.14,0.28,0.21,20.04,8425.15,153.87,7109.72,0.28,0.24,20.04,12.4,1.17,0.1,0.08,6.39,38.85,38.37,37.61,38.46,36.66,37.87,36.75,38.51,33.74,0.22,2022/5/28 14:00
296.5,7.56,189.31,32.88,3.45,36.15,8075.69,11.52,6625.97,0.28,0.22,20.04,8628.11,153.87,7071.57,0.28,0.24,20.03,8.3,1.08,0.1,0.07,5.84,39.34,39.13,37.72,38.65,37.28,1.27,36.92,39.18,35.9,0.21,2022/5/28 15:00
296.5,7.46,170.52,32.88,3.45,36.15,7469.86,7.63,7146.35,0.28,0.19,18.38,7811.69,153.87,7221.12,0.28,0.23,7.74,8.3,0.99,0.1,0.07,5.84,39.77,39.31,38.88,10.34,0.1,39.21,36.55,38.94,35.83,0.3,2022/5/28 16:00
334,7.48,170.45,32.88,3.98,40.08,7924.61,12.21,7419.5,0.28,0.22,20.03,8602.17,153.87,7399.66,0.28,0.24,20.04,12.1,1.11,0.1,0.07,5.62,2.81,1.44,37.29,42.18,27.68,39.365,3.65,42.39,40.55,0.28,2022/5/28 17:00
334,7.54,150.65,33.5,3.98,40.08,7959.71,16.48,7147.87,0.28,0.2,20.03,8681.52,153.87,7361.51,0.28,0.23,20.03,12.1,1.19,0.195,0.07,5.62,40.06,40.93,1.81,41.21,37.9,39.52,37.56,0.22,36.98,0.25,2022/5/28 18:00
288,7.57,161.98,33.5,3.98,40.08,7332.52,9.31,6674.81,0.28,0,18.33,7945.98,153.87,7218.07,0.28,0.235,9.81,6.8,1.08,0.1775,0.07,5.36,15.79,41.39,38.78,41.62,37.95,39.36,38.31,42.14,37.72,0.24,2022/5/28 19:00
288,7.39,150.56,33.5,3.85,41.2,7935.3,9.77,7123.45,0.28,0.25,20.03,8657.1,153.87,7047.15,0.28,0.24,20.04,6.8,1.28,0.16,0.07,5.36,1.5,41.66,38.91,1.68,38.4,2.54,37.62,41.8,37.49,0.24,2022/5/28 20:00
305.3,7.32,201.97,34.03,3.85,41.2,7913.93,13.89,6781.63,0.28,0.22,20.03,8585.38,153.87,7256.22,0.28,0.24,20.03,11.7,1.36,0.16,0.06,5.8,38.85,40.49,39.26,41.49,37.15,21.9,0.45,42.03,38.67,0.23,2022/5/28 21:00
305.3,7.34,218.43,34.03,3.85,41.2,7727.76,18.01,6839.62,0.28,0.21,20.03,8615.9,153.87,7364.57,0.28,0.24,20.03,11.7,1.15,0.2,0.06,5.8,42.11,42.11,38.99,14.72,40.06,31.345,40.29,41.1,39.75,0.24,2022/5/28 22:00
365.2,7.4,212.44,34.03,3.95,42.37,7651.46,72.03,6633.6,0.31,0.22,20.04,8547.23,153.87,6941.86,0.28,0.24,20.04,9.2,1.16,0.11,0.07,6.46,42.69,42.73,40.98,40.71,41.65,37.1825,40.91,0.45,3.43,0.28,2022/5/28 23:00
365.2,7.43,191.62,31.61,3.95,42.37,7862.05,116.74,7131.08,0.39,0.22,20.03,8527.39,5.57,7044.1,0.29,0.23,20.04,9.2,1.4,0.02,0.07,6.46,0.8,44.25,42.87,44.15,42.11,19.64125,0.36,21.53,43.64,0.26,2022/5/29 0:00
326.1,7.51,218.7,31.61,3.95,42.37,7414.92,87.82,7286.74,0.27,0.21,20.04,7855.94,153.87,7244.01,0.28,0.22,17.24,11.8,1.49,0.02,0.06,6.88,44.43,43.57,7.93,1.3,21.23,2.1,42.81,42.61,42.55,0.27,2022/5/29 1:00
326.1,7.45,229.93,31.61,3.95,42.37,8081.79,54.17,7257.74,0.28,0.22,20.03,8422.1,153.87,7291.32,0.28,0.24,20.03,11.8,1.29,0.02,0.06,6.88,44.06,43,42.67,43.61,0.35,21,42.25,42.01,41.29,0.28,2022/5/29 2:00
366.2,7.41,221.955,33.69,3.95,42.37,7503.43,39.45,7390.51,0.27,0.21,20.03,7926.14,153.87,6844.19,0.28,0.22,15.19,9.8,1.22,0.02,0.06,8.07,39.61,1.53,39.58,39.45,33.06,11.98,40.31,40.58,38.29,0.27,2022/5/29 3:00
366.2,7.38,213.98,33.69,3.95,42.37,8078.74,23.65,6424.54,0.28,0.24,20.03,8660.16,153.87,7233.33,0.28,0.23,20.04,9.8,1.25,0.01,0.06,8.07,39.41,40.6,40.18,39.26,39.2,2.96,40.5,2.41,0.93,0.25,2022/5/29 4:00
418.9,7.53,153.29,33.69,4.27,45.2,8097.06,25.33,7166.18,0.28,0.23,20.03,8669.31,153.87,7167.71,0.28,0.24,20.02,13.3,1.23,0.01,0.06,7.58,38.69,40.32,39.62,38.76,39.43,1.705,0.88,39.65,38.83,0.23,2022/5/29 5:00
418.9,7.67,170.08,34.24,4.27,45.2,8123,17.47,7007.48,0.27,0.27,20.03,8644.9,153.87,7240.96,0.28,0.26,20.04,13.3,1.12,0.13,0.06,7.58,1.14,41.61,0.13,1.75,40.7,0.45,41.62,0.42,40.03,0.21,2022/5/29 6:00
265.6,7.65,299.7,34.24,4.27,45.2,7950.56,15.57,6839.62,0.27,0,20.03,8310.7,153.87,6920.49,0.28,0.275,20.04,9.4,1.14,0.13,0.07,7.29,39.9,1.15,40.19,39.57,0.24,39.64,40.55,0.22,39.22,0.21,2022/5/29 7:00
265.6,7.79,274.13,34.24,4.11,43.28,7887.99,20.3,7547.69,0.27,0.28,20.04,8086.37,153.87,7137.19,0.28,0.29,20.04,9.4,1.13,0.21,0.07,7.29,39.95,41.11,0.23,39.76,40.15,39.87,23.63,40.79,0.51,0.22,2022/5/29 8:00
379.3,7.84,166.98,34.03,4.11,43.28,8150.47,11.83,7611.78,0.27,0.3,20.04,8660.16,153.87,9293.45,0.28,0.28,20.04,12.4,1.13,0.16,0.09,7.14,39.01,40.57,39.49,38.93,39.6,40.165,40.53,2.12,0.66,0.25,2022/5/29 9:00
379.3,7.86,157.86,34.03,4.11,43.28,7996.34,34.87,8562.49,0.28,0.21,20.03,8669.31,153.87,9337.71,0.28,0.27,20.04,12.4,1.04,0.11,0.09,7.14,38.66,40.89,0.2,39.09,39.81,39.9125,40.74,0.21,39.04,0.21,2022/5/29 10:00
256.4,7.74,150.48,34.03,4.05,41.5,7961.24,23.88,7224.17,0.27,0.21,20.04,8446.51,153.87,9557.45,0.28,0.26,20.04,14.2,1.25,0.11,0.09,7.96,40.06,40.83,40.4,1.06,0.05,39.66,40.21,21.38,37.46,0.35,2022/5/29 11:00
256.4,7.69,127.28,32.89,4.05,41.5,7417.98,87.44,8579.28,0.27,0.21,20.04,7955.14,153.87,9505.57,0.28,0.25,17.19,14.2,1.21,0.165,0.09,7.96,40.27,41.05,0.24,39.49,39.05,1.18,0.2,42.74,33.14,0.27,2022/5/29 12:00
247.3,7.67,109.63,32.89,4.05,41.5,7997.86,40.13,8051.27,0.27,0.2,20.04,8658.63,153.87,9627.65,0.28,0.25,20.04,11,1.14,0.1025,0.09,7.36,39.93,41.02,0.43,38.77,1.26,39.26,40.15,38.73,35.01,0.24,2022/5/29 13:00
247.3,7.69,151.74,32.89,3.67,39.5,7976.5,58.14,7718.6,0.27,0.17,20.03,8506.03,153.87,9356.02,0.28,0.25,20.04,11,1.15,0.04,0.09,7.36,39.92,0.84,0.13,39.14,40.65,39.35,40.67,39.17,35.19,0.36,2022/5/29 14:00
224.5,7.72,148.16,33.89,3.67,39.5,7216.54,78.36,8570.12,0.27,0.19,20.03,7787.27,153.87,9349.92,0.28,0.24,15.56,12.1,1.15,0.04,0.06,7.23,39.88,40.31,39.32,37.03,39.54,13.19,40.64,0,35.87,0.26,2022/5/29 15:00
224.5,7.71,207.82,33.89,3.67,39.5,7967.34,44.94,6638.18,0.27,0.17,20.03,8643.37,153.87,8797.5,0.28,0.24,20.03,12.1,1.19,0.08,0.06,7.23,35.17,40.4,38.28,39.36,39.78,27.48,24.38,38.57,35.54,0.23,2022/5/29 16:00
276.1,7.43,168.64,33.89,3.9,40.27,8007.02,52.5,7709.45,0.27,0.16,20.03,8547.23,153.87,9259.88,0.28,0.23,18.35,11.9,1.01,0.08,0.05,6.38,12.39,41.63,0.28,40.15,0.31,33.96,35.37,0.08,2.22,0.22,2022/5/29 17:00
276.1,7.18,187.5,34.52,3.9,40.27,7996.34,99.65,7945.98,0.27,0.15,20.03,8533.5,153.87,9323.97,0.28,0.22,20.04,11.9,1.13,0.08,0.05,6.38,39.74,40.55,38.94,39.01,40.29,37.105,0.43,39.39,35.98,0.22,2022/5/29 18:00
422.3,7.55,113.7,34.52,3.9,40.27,7717.08,107.05,8411.42,0.27,0,20.03,8348.85,153.87,9296.51,0.28,0.22,16.74,10.3,1.21,0.08,0.05,6.32,39.67,2.52,39.26,39.08,40.11,18.9125,40.47,38.8,35.82,0.23,2022/5/29 19:00
422.3,7.63,158.51,34.52,3.89,40.44,7804.06,113.38,8158.1,0.27,0.15,20.03,8246.6,153.87,9240.04,0.29,0.22,20.03,10.3,1.22,0.05,0.05,6.32,40.18,0.7,35.83,39.3,40.4,0.72,41.51,0.48,36.52,0.22,2022/5/29 20:00
282.8,7.54,185.09,33.87,3.89,40.44,7956.66,50.66,7993.29,0.27,0.17,20.03,8475.51,153.87,9265.99,0.28,0.24,18.8,9.4,1.05,0.05,0.04,6.8,1.88,39.87,38.38,1.54,0,38.83,39.18,38.1,34.17,0.33,2022/5/29 21:00
282.8,7.41,193.94,33.87,3.89,40.44,7117.35,36.32,8281.7,0.27,0.19,17.68,7788.8,153.87,9020.3,0.28,0.24,20.04,9.4,1.07,0.01,0.04,6.8,38,38.59,37.26,37.52,34.92,39.06,38.71,38.41,34.04,0.25,2022/5/29 22:00
362.2,7.45,160.74,33.87,4.07,42.43,8086.37,20.83,8283.23,0.27,0.23,20.03,8559.44,153.87,9032.505,0.28,0.24,18.35,10.6,1.08,0.01,0.04,6.77,37.9,38.46,37.47,37.66,37.29,38.4,38.63,37.89,35.34,0.23,2022/5/29 23:00
362.2,7.5,118.49,31.63,4.07,42.43,8034.49,20.37,7894.09,0.27,0.23,20.03,8589.96,153.87,9044.71,0.28,0.24,20.04,10.6,0.99,0.135,0.04,6.77,37.93,36.51,0.33,37.43,37.18,38.74,38.84,37.8,34,0.21,2022/5/30 0:00
270.9,7.58,122.13,31.63,4.07,42.43,7932.24,45.02,7776.59,0.29,0.27,20.03,8449.57,153.87,9117.96,0.28,0.27,20.03,9.6,1.11,0.2825,0.05,6.1,38.64,2.64,0.2,37.88,37.7,36.87,37.47,38.43,34.74,0.21,2022/5/30 1:00
270.9,7.64,129.1,31.63,3.94,42.67,7887.99,34.41,7920.04,0.31,0.27,20.03,8570.12,153.87,9346.86,0.28,0.28,20.03,9.6,1.1,0.35625,0.05,6.1,38.36,39.24,35.99,1.96,37.9,37.91,38.02,38.96,35.14,0.21,2022/5/30 2:00
248,7.64,130.04,31.99,3.94,42.67,7907.83,69.13,8596.06,0.27,0.21,20.04,8565.54,153.87,9314.82,0.28,0.27,18.03,10.4,1.11,0.193125,0.07,5.92,0.83,39.45,2.61,0.07,0.05,27.67,18.05,1.86,0.61,0.21,2022/5/30 3:00
248,7.6,136.46,31.99,3.94,42.67,6918.97,64.25,8374.79,0.28,0.21,20.03,7402.72,153.87,9151.53,0.28,0.26,19.59,10.4,1.1,0.03,0.07,5.92,38.59,37.39,0.25,38.11,38.1,37.7,37.94,0.07,35.57,0.2,2022/5/30 4:00
242.5,7.65,118.26,31.99,3.53,40.47,7956.66,25.33,7633.15,0.27,0.24,20.04,8507.55,153.87,8652.53,0.28,0.25,20.04,8.7,1.26,0.03,0.08,6.91,38.37,0.88,35.69,38.1,37.81,37.26,37.19,38.47,34.85,0.21,2022/5/30 5:00
242.5,7.64,101.76,32.01,3.53,40.47,7691.13,17.85,8040.59,0.27,0.2,20.03,8438.88,153.87,9253.78,0.28,0.27,13.27,8.7,1.18,0.01,0.08,6.91,38.86,37.54,36.17,38.16,38.26,37.69,37.22,40.56,35.38,0.22,2022/5/30 6:00
264.7,7.66,102.7,32.01,3.53,40.47,7846.79,34.49,8162.67,0.27,0,20.04,8528.92,153.87,9511.67,0.28,0.26,20.04,11.8,1.39,0.01,0.07,7.05,20.21,37.82,36.64,38.41,37.56,38.3,1.77,38.1,35.46,0.29,2022/5/30 7:00
264.7,7.68,102.04,32.01,3.75,40.91,7863.57,33.27,7715.55,0.27,0.18,20.04,8499.92,153.87,9389.59,0.28,0.25,20.04,11.8,1.3,0.11,0.07,7.05,39.48,32.51,1.39,18,0.5,35.47,37.76,39.25,34.48,0.25,2022/5/30 8:00
251.6,7.69,131.14,31.72,3.75,40.91,7866.63,22.59,8147.41,0.27,0.18,20.03,8342.74,153.87,9171.37,0.28,0.33,17.14,11.4,1.17,0.095,0.06,6.31,25.25,37.68,36.65,38.24,37.51,37.65,37.44,38.95,1.7,0.31,2022/5/30 9:00
251.6,7.64,129.71,31.72,3.75,40.91,7868.15,52.72,8217.61,0.35,0.16,20.03,8512.13,153.87,9102.7,0.28,0.29,20.03,11.4,1.33,0.08,0.06,6.31,38.19,38.4,37.8,38.9,38.48,38.28,37.98,38.94,34.08,0.24,2022/5/30 10:00
222.4,7.59,121.84,31.72,3.46,38.87,7793.38,38.07,8002.44,0.27,0.17,20.03,8383.95,153.87,9102.7,0.28,0.25,18.14,11.5,1.27,0.08,0.05,6.53,38.29,38.65,38.07,39.04,38.83,39.06,0.29,15.55,32.83,0.33,2022/5/30 11:00
222.4,7.6,120.72,30.09,3.46,38.87,7141.77,65.31,8330.54,0.27,0.16,20.04,7860.52,153.87,9243.09,0.28,0.24,15.59,11.5,1.33,0.03,0.05,6.53,38.64,39.17,37.29,1.08,0.11,39.17,38.68,42.71,0.38,0.25,2022/5/30 12:00
243.2,7.59,131.76,30.09,3.46,38.87,7938.35,33.27,7216.54,0.27,0.16,20.03,8425.15,153.87,9240.04,0.28,0.24,20.04,10.4,1.17,0.03,0.04,6.66,1.47,1.38,35.84,39.81,39.08,0.77,0.86,21.39,0.71,0.22,2022/5/30 13:00
243.2,7.6,130.14,30.09,3.66,38.68,7152.45,126.81,8510.61,0.27,0.14,20.03,7508.01,153.87,9008.09,0.28,0.23,16.18,10.4,1.25,0.05,0.04,6.66,38.36,38.63,0.2,38.62,37.73,38.55,38.45,0.07,32.7,0.29,2022/5/30 14:00
219.3,7.65,123,16.37,3.66,38.68,7587.36,66.46,8116.89,0.3,0.14,20.03,8142.84,153.87,8985.2,0.28,0.23,20.03,10.6,1.19,0.05,0.04,6.5,37.97,37.52,36.54,37.51,37.15,37.4,36.81,37.97,31.42,0.22,2022/5/30 15:00
219.3,7.22,185.37,9.51,3.66,38.68,7857.47,46.01,8075.69,0.28,0.14,20.03,8437.36,153.87,9058.45,0.28,0.23,20.04,10.6,1.17,0.03,0.04,6.5,38.29,37.38,37.05,36.96,37.1,37.74,37.53,38.87,31.16,0.32,2022/5/30 16:00
341.8,7.14,189.96,21.745,3.79,40.85,7854.42,33.34,8556.39,0.27,0.15,20.03,8388.52,153.87,9049.29,0.28,0.23,18.73,10.8,1.17,0.03,0.04,6.64,37.43,37.88,36.7,38.71,37.52,37.81,36.66,35.74,32.33,0.23,2022/5/30 17:00
341.8,7.41,155.73,33.98,3.79,40.85,7598.05,35.33,8193.19,0.27,0.13,20.03,8188.62,153.87,9078.28,0.28,0.23,9.71,10.8,1.14,0.01,0.04,6.64,4.03,5.37,0.43,39.93,1.32,34.2,38.54,35.74,32.69,0.24,2022/5/30 18:00
313.2,7.45,149.48,33.98,3.79,40.85,7814.74,24.65,6699.22,0.27,0,20.03,8391.58,153.87,9064.55,0.28,0.24,18.69,12.3,1.18,0.01,0.04,6.49,2.38,38.62,37.19,38.89,38.78,38.48,38.58,35.69,0.34,0.22,2022/5/30 19:00
313.2,7.42,163.32,33.98,4.26,44.44,7813.22,19.08,7488.17,0.27,0.17,20.03,8315.28,153.87,9011.14,0.28,0.25,20.04,12.3,1.17,0.06,0.04,6.49,38.52,38.61,0.26,38.75,38.67,38.63,38.51,0.22,32.85,0.22,2022/5/30 20:00
317.4,7.44,126.74,35.23,4.26,44.44,7695.71,16.25,7605.68,0.27,0.18,20.03,8318.33,153.87,8983.67,0.28,0.24,20.03,9.7,1.15,0.06,0.04,6.07,38.4,39.03,37.03,0.87,38.29,37.96,38.1,35.53,32.33,0.22,2022/5/30 21:00
317.4,7.52,151,35.23,4.26,44.44,7762.86,47.46,7964.29,0.32,0.18,20.04,8353.43,153.87,8760.87,0.28,0.24,20.04,9.7,1.09,0.04,0.04,6.07,39.56,39.59,37.61,0.15,0.1,39.71,0.62,37.35,33.7,0.22,2022/5/30 22:00
288.1,7.55,137.88,35.23,4.19,43.88,7762.86,57.99,7498.86,0.27,0.17,20.03,8411.42,153.87,9117.96,0.28,0.24,16.98,11.5,1.14,0.04,0.04,6.35,1.3,39.2,0.51,39.5,39.19,4.4,39.08,35.94,0.58,0.22,2022/5/30 23:00
288.1,7.52,138.96,32.69,4.19,43.88,7770.49,51.12,6175.8,0.33,0.17,20.03,8367.16,153.87,8780.71,0.28,0.23,20.03,11.5,1.09,0.02,0.04,6.35,38.46,38.98,0.19,38.84,38.56,38.42,38.18,0.14,33.18,0.21,2022/5/31 0:00
295.9,7.55,156.95,32.69,4.19,43.88,7674.35,71.49,7826.95,0.4,0.15,20.03,8251.18,153.87,9294.98,0.28,0.24,20.04,11.4,1.1,0.02,0.04,7.15,38,37.91,36.73,38.72,38.56,37.97,38.22,35.58,32.49,0.22,2022/5/31 1:00
295.9,7.53,197.09,32.69,4.22,45.42,7804.06,43.8,7347.78,0.27,0.14,20.03,8373.26,153.87,8998.93,0.28,0.24,20.04,11.4,1.14,0.01,0.04,7.15,38.29,38.51,37.14,38.49,38.57,39.11,0.56,36.97,33.43,0.28,2022/5/31 2:00
349.6,7.6,225.86,36.23,4.22,45.42,7733.86,55.93,7205.86,0.27,0.14,20.03,8249.66,153.87,8828.02,0.28,0.22,17.44,10.6,1.25,0.01,0.04,7.04,38.18,38.49,36.63,1.79,36.51,38.49,37.99,35.52,32.52,0.24,2022/5/31 3:00
349.6,7.51,211.24,36.23,4.22,45.42,7736.91,45.17,8068.06,0.27,0.14,20.04,8316.8,153.87,8623.53,0.28,0.23,20.04,10.6,1.15,0.01,0.04,7.04,37.57,7.05,37.36,38.91,38.86,38.51,38.75,36.2,32.83,0.22,2022/5/31 4:00
354.5,7.58,172.48,36.23,4.19,45.28,7816.27,43.49,7808.64,0.28,0.14,20.03,8400.73,153.87,9261.41,0.28,0.21,20.03,10.4,1.21,0.01,0.03,7.67,23.88,38.44,37.36,38.89,38.51,38.59,38.82,36.29,0.62,0.23,2022/5/31 5:00
354.5,7.64,129.53,36.41,4.19,45.28,7065.47,71.8,8362.58,0.31,0.14,20.03,7772.01,153.87,8948.57,0.28,0.22,20.04,10.4,1.27,0.01,0.03,7.67,16.6,38.98,36.71,38.82,38.77,1.14,38.37,36.23,33.4,0.22,2022/5/31 6:00
331.2,7.65,134.28,36.41,4.19,45.28,7796.43,47.15,7854.42,0.28,0,20.04,8443.46,153.87,9009.61,0.28,0.22,20.04,11.5,1.2,0.01,0.03,7.4,39.07,39.02,18.7,1.94,38.33,38.38,1.58,36.04,33.12,0.22,2022/5/31 7:00
331.2,7.72,134.58,36.41,4.18,44.39,7807.11,47.61,7344.73,0.27,0.13,20.03,8411.42,153.87,9046.24,0.28,0.22,20.04,11.5,1.21,0.01,0.03,7.4,39.35,39.54,0.32,39.28,0.01,39.26,0.49,36.91,33.48,0.22,2022/5/31 8:00
266.2,7.69,115.52,36.78,4.18,44.39,6857.93,73.48,8039.07,0.27,0.13,20.04,7791.85,153.87,9049.29,0.28,0.22,16.89,12.5,1.18,0.01,0.03,7.47,39.68,1.28,0.68,2.08,39.77,38.98,39.13,0.31,0.6,0.22,2022/5/31 9:00
266.2,7.69,138.17,36.78,4.18,44.39,7813.22,22.2,7628.57,0.27,0.16,20.03,8315.28,153.87,9217.15,0.28,0.22,10.63,12.5,1.15,0.02,0.03,7.47,0.78,38.83,37.32,39.01,38.85,35.3,38.62,37.07,33.54,0.31,2022/5/31 10:00
249.1,7.65,136.9,36.78,3.79,41.17,7768.96,35.17,8100.11,0.27,0.16,20.03,8266.44,153.87,8420.57,0.28,0.22,17.98,10.8,1.28,0.02,0.03,7.34,38.91,1.46,37.5,39.36,39.23,39.17,40.24,34.77,20.5,0.21,2022/5/31 11:00
